1064268069856600064	@Christianovic @boomerpatroller @TheRebelThePoet Een rechtse lul.....duidelijk!! Protesteren alleen als het om niet witte mensen gaat!!	447920861	MigthyMike007	Amsterdam		@Christianovic @boomerpatroller @TheRebelThePoet		EXPLICIT	INDIVIDUAL
665584788259082240	@Krishnafred @HLN_BE en wat met dat andere 1.5 miljars mentaal gestoorde geitenneukers.	203610289	stef660	Belgium		@Krishnafred @HLN_BE	haat censuur en politieke leugens.	EXPLICIT	GROUP
665104767241297920	@pieterhorstman Vraag me af wat knapper is: James' pad (sinds 11e in schijnwerpers, elk jaar beter geworden) of Curry (van weinig naar dit)	208588863	LoukBG	Amsterdam		@pieterhorstman	Journalist. Fox Sports. Master Internationale Betrekkingen (UvA).	IMPLICIT	INDIVIDUAL
665641576664821761	@Fub_Fub passieve moslims. Of lui. Profiteren van westersgenot tot het kalifaat komt. @PCIMeijer @AZC_NEE	3059111189	qt2bstr	Kalifaat Nederigistan		@Fub_Fub @PCIMeijer @AZC_NEE	de tijd van theedrinken is voorbij. We gaan koffie zetten.	IMPLICIT	GROUP
1065136155363037184	Laat ik hopen dat je daar niet te zien bent, want ik haal je van de wagen af vieze oplichter, varkens zijn nog schoner dan jij	1031248647495856129	PieterJanssen14					EXPLICIT	INDIVIDUAL
1064519058828263424	https://t.co/YZyiTbMq3w Vieze trut en hoer dat je bent het wordt tijd dat jullie worden afgeschoten	1031248647495856129	PieterJanssen14					EXPLICIT	INDIVIDUAL
839120696705970176	@Nomad007_ islamitisch terrorisme niet als grootste bedreiging? Misschien stiekem toch uw islam #taqiyya	2949893219.0	RdamsSchoffie	Stadscentrum, Rotterdam	#taqiyya	@Nomad007_	De zwijgzaamheid van een wijs mens, is de toegangspoort tot zijn vrijheid. Feyenoord VV	IMPLICIT	GROUP
1062838268700561411	@cfcjesse Ik zal wel net als Nino zijn jij verdient mijn aardige kant niet😤 Die trui is duurder dan je kk outfit opkkre hij was 6meijer ja wat dan kanker hollander	2979660137	Ozann020	🇳🇱#LIJPESEASON		@cfcjesse	Time heals the pain...	EXPLICIT	INDIVIDUAL
1061816539425443841	hou je vieze bek	767028158092763136	kvrstxnn_bot				ik ben een bot van @kvrstxnn_ en gemaak door @KwinsiiJongs	EXPLICIT	OTHER
1063803603612250112	@NonaVanBraeckel is een slet RT @Sltjesznoveral: @NonaVanBraeckel is een slet RT @NonaVanBraekel: RT @Sltjesznoveral: @NonaVanBraeckel is een slet RT… https://t.co/4mukHjDvQm	825433854085386240	Sltjesznoveral			@NonaVanBraeckel @Sltjesznoveral @NonaVanBraeckel @NonaVanBraekel		EXPLICIT	INDIVIDUAL
1062689597434552320	https://t.co/orKUfr67WA Zeker om weer alles op te lichten zeker vies ventje dat je bent	1031248647495856129	PieterJanssen14					EXPLICIT	INDIVIDUAL
1061997644879486981	@MarjonneMaan @ineke_at @Breinbrouwsels De Hollander bestaat WEL. Dat zijn de ruim 10 miljoen mensen die NIET links stemmen en steeds misselijker worden van #ZwakzinnigLinkse figuren zoals jij. https://t.co/50GIU42pDf	1024968395597524992	EUSSR3	Leiden	#ZwakzinnigLinkse	@MarjonneMaan @ineke_at @Breinbrouwsels	#EU is a big lie. It should be called #EUSSR It's not a democracy but a socialist salvation as Hitler wanted. Tweets in Dutch and English.	EXPLICIT	GROUP
839420060892598273	@volkskrant Allochtonen dus, en autochtonen met een denkstoornis. Verrassend.	16120488.0	ivovanderavert	Oegstgeest		@volkskrant	Molecules in motion.	IMPLICIT	GROUP
1075920962565095424	@vroegerisdood @LouLewinskyAmst ZOLANG HET MOSLIMS ZIJN DIE MOSLIMS VERMOORDEN HEB IK ER ABSOLUUT GEEN MOEITE MEE!	1.0383479008945398e+18	SJUUL013	helperlinie 2, groningen		@vroegerisdood @LouLewinskyAmst	buddha zegt: de wereld is een boek en wie niet reist leest slechts één pagina sjuul zegt: de wereld is een bordeel en wie trouw is neuqt slechts één vagina	IMPLICIT	GROUP
666718129108684801	@AliHarbito Ik besef dat al te goed + vind dat vresenlijk voor jullie. Maar ik beschuldig enkel 't juiste crapuul, geen onschuldigen.	89156511	humaansociaal	Tongeren		@AliHarbito		EXPLICIT	GROUP
1064411738517458945	https://t.co/K8fRNKynp1 Als je nooit gelogen hebt Mike dan doe je het nu, vieze rat dat je bent	1031248647495856129	PieterJanssen14					EXPLICIT	INDIVIDUAL
1062834799717572608	@Justiinbaba @mp3_yesr_uitelk Ja maar 25k en een turk 😂 dan heb je wel goeie geld pa want turken zijn gierig toch als je 25 neer legt voor een bak dan moet je wel nog extra 20k aan de kant hebben	2979660137	Ozann020	🇳🇱#LIJPESEASON		@Justiinbaba @mp3_yesr_uitelk	Time heals the pain...	EXPLICIT	GROUP
668554341721198593	@LinkseN8merrie @ZenRastaFari Altijd vervelend als jullie extreemrechtse sekte of diens nazileider worden bekritiseerd he?	517508268	LinkseMafklappr			@LinkseN8merrie @ZenRastaFari	Mijn reacties zijn gepeperd. Republikein. Ik haat onrecht. Een basisinkomen vr iedereen is de enige oplossing vr de soc. fin. ec.problemen in NL.	EXPLICIT	GROUP
666959881354813440	Is het jullie ook opgevallen dat alle terroristen in Parijs uit Marokko komen? @mohamedouaamari @Smienos @2_Anissa @Youssef_Kobo	4217772621	DaoNguyenBe			@mohamedouaamari @Smienos @2_Anissa @Youssef_Kobo	Vietnam - Belgium - In Love	IMPLICIT	GROUP
841774943721394176	@ESLJaap @volkstribunaal @umarebru Heeft hij geleerd van ZIJN turken tuig afgelopen weekend.	150023322.0	newsjunk70	Groningen		@ESLJaap @volkstribunaal @umarebru	Zero Tolerance For Intolerance	EXPLICIT	INDIVIDUAL
667831104737406976	Elke moslim is een potenti\u00eble terrorist. Ook moslims in de 2deKamer. #pauw	3602054056	BroervanJezus		#pauw		Vernietiging #ISIS #OpISIS #PrayForParis #Anonymous https://koffieleut.wordpress.com/2015/11/18/isis-organisatie/	EXPLICIT	GROUP
667703434280239105	@MHilkens moslim obama wil niet ontmaskerd worden #ongetwijfeld	1440872594.0	Wrnr69Smit	Groningen	#ongetwijfeld	@MHilkens	Bipolaire rots in de branding is nergens meer bang voor, alleen angst, maar die heb ik niet #Kettlebells#Chinupbar#Benchpress#Pushups#Militarypress#Pullover	IMPLICIT	INDIVIDUAL
1064158911140372480	de nieuwe hoer van Utopia Franny wordt door het drie tal onder handen genomen, zij willen dat Shelley erin blijft en dat hebben zij haar even duidelijk gemaakt om haar af te persen , anders heb je hier geen leven heeft Timothy gezegd dus het is al door gestoken kaart	1031248647495856129	PieterJanssen14					EXPLICIT	INDIVIDUAL
1074649870852599808	@Percolator_HNJ @MinPres @VVD Een grote bom 💣.op iran	102615155.0	rocosan	rotterdam		@Percolator_HNJ @MinPres @VVD		EXPLICIT	OTHER
839184785159380996	@NOS hoe minder Italianen hoe beter ga zo door	8.322945896545239e+17	Lecram1969	Weidebloemkwartier, Gouda		@NOS		IMPLICIT	GROUP
1062693768095248384	@AnasCortezReina @Atak1982 @FloripasDeLaban Teveel gezeur van zure mensen. Vandaar	187651224	Michelwvandijk	Hoofddorp		@AnasCortezReina @Atak1982 @FloripasDeLaban	Lid gemeenteraad Haarlemmermeer. Forza! 701 voorkeurstemmen. Lid van de Vervoersregio Amsterdam en zelfverklaard levensgenieter. Viva la Vida!	IMPLICIT	GROUP
1064517756303958017	@basblokkernrc @hanslaroes @volkskrant Ook Bas is voor diversiteit tenzij het om mensen met een andere mening gaat.	2342527873	uwedimo			@basblokkernrc @hanslaroes @volkskrant	Johan 14 | Aad Mansveld | Federer| Boris Johnson | Pieter Omtzigt | David Neres | Barcelona | ADO | Budapest | Brasil '82 | David Brent | When we were kings	IMPLICIT	INDIVIDUAL
1062113168921649153	Die dag van die mocro wijf op twit die gedragged werd voor homofobie was grappigste dag ooit ff serieus	1039151794729955328	gaddocomplex	greed island			jin, jiyan, azadî	EXPLICIT	INDIVIDUAL
1063562003221016577	@NonaVanBraeckel is een slet RT @NonaVanBraekel: RT @Sltjesznoveral: @NonaVanBraeckel is een slet RT @Sltjesznoveral: @NonaVanBraeckel is een slet RT @EbruKoc666: Lekker met me kutje spele…	825433854085386240	Sltjesznoveral			@NonaVanBraeckel @NonaVanBraekel @Sltjesznoveral @NonaVanBraeckel		EXPLICIT	INDIVIDUAL
1062966437927677952	https://t.co/nnb06k0dyE Je bent gewoon een vieze slet en ik hoop dat je eruit gegooid wordt.	1031248647495856129	PieterJanssen14					EXPLICIT	INDIVIDUAL
1061967538576211971	hou je tering bek	767028158092763136	kvrstxnn_bot				ik ben een bot van @kvrstxnn_ en gemaak door @KwinsiiJongs	EXPLICIT	OTHER
668189938593243136	@slindenhof @kimvanvelzen dus 020 is de reden? 😳😳 je woont in 010 tegenwoordig hé! Beetje integreren zou welkom zijn	42481309.0	Foodeliciousnl	Rotterdam		@slindenhof @kimvanvelzen	Liefhebber van eerlijk en puur eten. #Import #export van Guilty pleasues #oliebaron. Trots vader van Noa. Bedenker van de #FDBox FoodeliciousBox	IMPLICIT	INDIVIDUAL
1075015491683581952	De Turksrootsige Ebru is 10 x meer waardevoller voor Nederland dan die halve zool Rutte. Ebru is een Nederlander terwijl het hoofd van Rutte vast zit in de reet van Brussel. @umarebru	146405463.0	PollyRotterdam	Rotterdam e.o.			Laffe toetsenbordridder. Anonieme Generaal in het Trollenleger. Geef mij een leger en ik breng vrede.	EXPLICIT	INDIVIDUAL
1061927652150439936	@ysiad069 sgahahaha ik struggle ook met die kk app man . ik voeg gwn beetje van alles toe. en kijk naar wie ik kan gebruiken in de toekomst	885855265098272768	aranxerini	Nederland		@ysiad069	put my name in bold🐍	EXPLICIT	OTHER
839549281963020290	#dwdd Vreselijke populist die Freek. Links lullen rechts vullen.🦈	184746350.0	nijllattennemen	Rotterdam	#dwdd		ReTweetering Betekent Endorsementering	EXPLICIT	INDIVIDUAL
666392197764354048	@Stefanie__S Het is de schuld van die stomme moslims met hun islam. Ze maken alles kapot; Vrede, samenleving, vrijheid met hun arrogantie	1556032998	OlislagerMichel	Sint-Amandsberg		@Stefanie__S	Houdt vooral van voetbal : Club Brugge en Schalke 04 zijn mijn lievelingsploegen	EXPLICIT	GROUP
1061923627610841088	Poging helikopterkaping niet bewezen, volgens de extreem socialistiche gek die zich 'rechter' mag noemen. @Het_OM eist 9 jaar, de debiel die zich 'rechter' noemt legt 30 maanden cel op, want zielige allochtonen... https://t.co/maGfzahc1s via @NUnl	1024968395597524992	EUSSR3	Leiden		@Het_OM	#EU is a big lie. It should be called #EUSSR It's not a democracy but a socialist salvation as Hitler wanted. Tweets in Dutch and English.	EXPLICIT	INDIVIDUAL
1061878420278312960	Uit alle visionary leaders en je kiest ataturk .......... mena politicians hebben echt stront in hun edde en negeren geschiedenis wnnr het ze uitkomt	1039151794729955328	gaddocomplex	greed island			jin, jiyan, azadî	IMPLICIT	GROUP
841762782022402048	mohammed is een vies zwijn alleen al om zijn pedofiele gedrag! daarbij een verkrachter geen profeet maar een terrorist,en pleegde genociede	2249215711.0	sandraroeters	groningen			boxen en kickboxen club 81 HA amsterdam	EXPLICIT	INDIVIDUAL
1061884010450874369	https://t.co/HpW4vrpFlR Het is toch uit, dus waar bemoei je je mee hoer	1031248647495856129	PieterJanssen14					EXPLICIT	INDIVIDUAL
839090357887516672	@JoelVoordewind Zelfreflectie is een groot gebrek binnen de Islamitische cultuur.	54214657	Reezyard	Leiden		@JoelVoordewind	De conservatieve bioloog: praat over politiek, religie, biologie en fotografie.	IMPLICIT	OTHER
841710942828285952	Mohammedaan Yasser @jesseklaver #GroenLinks grootste meer achterlijke ISLAM sprookje #kopvodden wandelde tenten #Rotterdam #Amsterdam #dwdd	303476652	SATTELWEB		#GroenLinks #kopvodden #Rotterdam #Amsterdam #dwdd	@jesseklaver	pensioen: Sportief / Fietsen (5000 km.p/j) Christen vegetarier Islamofoob/Love Israel/ZwartePiet :Nexit EU Stem gaat naar PVV, en terecht.	EXPLICIT	INDIVIDUAL
1065283761179369472	@EdgeOfEurope @defrysk @FrontaalNaakt @jndkgrf Jan D DENKT dat het SCHIJNT dat de nazi's zwarte piet verboden hebben. Hoewel \"denken\" bij dit idool van siegheilend Nederland natuurlijk altijd enigszins overdrachtelijk is. Wat een \u00fcberhufter.	96986572	eetschrijver	Limousin, France		@EdgeOfEurope @defrysk @FrontaalNaakt @jndkgrf	Nederlander in Frankrijk. Marathon man against all odds. Auteur 'Weg van de supermarkt' (2014) en 'het Antidieetboek' (2015). Is ook door \u00fa in te huren.	EXPLICIT	INDIVIDUAL
1063380369058222081	Ewa girls hz zo froes op deze mooie ocjtend? Kk bus chauffeur hier, hoeren NS daar maar wrm 😏😃😃😃😃😃??? Ik ben lekker vrij xx wees gelukkig	786593731583602688	ILLMATHICC	Muddafukkin HOLLAND				EXPLICIT	OTHER
1075706543440621568	@RichardLamb Ik ken Filipijnse mevrouw die op haar 34e naar Nederland kwam. Sprak en schreef na 5 jaar totaal accentloos en zonder schrijffouten. Het heeft dus niets met bruin te maken maar alles met de thuissituatie en kritisch op jezelf zijn. Filipijnse mensen kunnen het wel, allemaal.	9.848071031718748e+17	JubbeFeenstra	Stadskanaal Centrum		@RichardLamb		IMPLICIT	GROUP
665938049344344064	Heb echt moeite om elke hoofddoek of haatbaard die ik tegenkom niet te slopen...	319154113.0	doc_damage	Groningen			Twitter is alleen voor écht interessante mensen. Facebook voor iedereen. Snap ook niet zo goed wat ik hier doe te oreren... Veracht religie, aanbid wetenschap.	IMPLICIT	GROUP
1064620491841904640	@wierdduk @nhdagblad Zij mogen dat van ons LINKSE KABINET. De jonge mensen die de Nederlandse cultuur verdedigden, werden opgepakt. Dat zijn plots allemaal Hooligans! Wat een verknipte maatschappij is het toch, nu dat ENGE LINKS oververtegenwoordigd is!	2868804491	WeVerschuur	Alphen aan den Rijn, Nederland		@wierdduk @nhdagblad		IMPLICIT	OTHER
665309048904912897	@elsrozenbroek @DeBertuzzz Islam predikt dood en verderf voor niet moslims, dat vraagt om een antwoord van niet moslims	2244412664	tm_johannes	aanwezig waar nodig		@elsrozenbroek @DeBertuzzz	onderzoeker, publicist, gepensioneerde onruststoker, luis in de pels	IMPLICIT	OTHER
666189437957775360	@Lachenbe neen had #groen en #spa hun ziel niet verkocht voor moslimstemmen dan luisterde men misschien naar rede en realiteit	203610289	stef660	Belgium	#groen #spa	@Lachenbe	haat censuur en politieke leugens.	IMPLICIT	GROUP
665541134555332608	@Verwijd Al enkele keren begonnen aan een reply op een of andere imbeciel, maar telkens weer gestopt. What's the point anyways?	156256479	DonDams	Antwerp		@Verwijd	TvBastard, bij, welja, @TvBastards. Vroeger #pmagazine.	EXPLICIT	INDIVIDUAL
667794678633361410	Ik haat Duitse tv	3235956489.0	JuradoYPL	Schiedam, Zuid-Holland			I'm not asking for your follow. No I'm waiting for it	EXPLICIT	OTHER
1062089016898711552	@Percolator_HNJ @MinPres Stap toch op Judas	292294402	IMCSnederland	Netherlands		@Percolator_HNJ @MinPres	We sell and buy nice and all original WWII militairy collectibles. Visit our site http://www.imcsmilitaria.com	IMPLICIT	INDIVIDUAL
